st_id,timest,correct,subject
104885,2021-10-31 01:29:21,0,Python
104885,2021-10-31 02:02:53,1,Statistics
104885,2021-10-31 02:53:39,0,Statistics
104885,2021-10-31 12:26:12,0,Python
104966,2021-10-30 14:43:43,0,Vizualization
104966,2021-10-30 14:51:50,1,Vizualization
104966,2021-10-30 15:08:34,1,Vizualization
104966,2021-10-30 15:15:07,0,Vizualization
104966,2021-10-30 15:36:22,0,Vizualization
104966,2021-10-30 15:58:00,0,Vizualization
104966,2021-10-30 16:55:56,1,Vizualization
104966,2021-10-30 17:05:33,1,Statistics
104966,2021-10-30 17:15:56,0,Vizualization
104966,2021-10-30 17:51:43,1,Theory of probability
104966,2021-10-30 18:41:57,1,Statistics
104966,2021-10-30 20:23:31,0,Statistics
104966,2021-10-30 21:28:53,1,Statistics
104966,2021-10-30 22:08:51,0,Vizualization
104966,2021-10-30 22:24:57,0,Statistics
104966,2021-10-30 22:31:18,0,Theory of probability
104966,2021-10-30 23:01:13,1,Vizualization
104966,2021-10-30 23:16:16,1,Statistics
104966,2021-10-30 23:23:24,1,Vizualization
104966,2021-10-30 23:35:43,0,Vizualization
104966,2021-10-30 23:36:31,0,Vizualization
104966,2021-10-30 23:45:43,1,Vizualization
104966,2021-10-31 00:04:05,0,Theory of probability
104966,2021-10-31 01:15:02,1,Theory of probability
104966,2021-10-31 01:28:00,1,Theory of probability
104966,2021-10-31 02:01:30,0,Statistics
104966,2021-10-31 02:02:49,1,Theory of probability
104966,2021-10-31 02:41:37,0,Vizualization
104966,2021-10-31 03:12:18,1,Vizualization
104966,2021-10-31 03:39:55,1,Vizualization
104966,2021-10-31 03:56:03,1,Vizualization
104966,2021-10-31 04:12:11,0,Statistics
104966,2021-10-31 05:18:48,1,Vizualization
104966,2021-10-31 05:21:07,1,Vizualization
104966,2021-10-31 05:23:52,1,Vizualization
104966,2021-10-31 05:27:39,0,Vizualization
104966,2021-10-31 05:32:09,0,Theory of probability
104966,2021-10-31 06:00:01,1,Vizualization
104966,2021-10-31 06:06:54,1,Theory of probability
104966,2021-10-31 07:27:51,0,Theory of probability
104966,2021-10-31 07:50:06,1,Statistics
104966,2021-10-31 08:00:35,0,Statistics
104966,2021-10-31 08:14:43,1,Vizualization
104966,2021-10-31 08:16:35,0,Statistics
104966,2021-10-31 08:27:59,1,Vizualization
104966,2021-10-31 08:59:43,0,Vizualization
104966,2021-10-31 12:18:00,1,Theory of probability
106464,2021-10-30 13:16:47,0,Math
106464,2021-10-30 13:18:14,0,Math
106464,2021-10-30 14:34:07,0,Python
106464,2021-10-30 14:54:28,0,Python
106464,2021-10-30 15:19:30,1,Python
106464,2021-10-30 15:25:09,1,Math
106464,2021-10-30 15:56:03,0,Python
106464,2021-10-30 16:02:59,0,Math
106464,2021-10-30 16:38:01,1,Math
106464,2021-10-30 16:50:55,1,Python
106464,2021-10-30 17:27:55,0,Python
106464,2021-10-30 18:30:49,0,Math
106464,2021-10-30 19:14:54,1,Python
106464,2021-10-30 20:40:24,1,Python
106464,2021-10-30 20:54:00,1,Python
106464,2021-10-30 21:03:05,1,Math
106464,2021-10-30 21:11:22,0,Python
106464,2021-10-30 21:14:59,1,Math
106464,2021-10-30 21:20:20,1,Python
106464,2021-10-30 21:29:38,1,Math
106464,2021-10-30 21:58:06,0,Python
106464,2021-10-30 22:22:37,0,Math
106464,2021-10-30 22:34:36,1,Python
106464,2021-10-30 23:48:31,1,Math
106464,2021-10-30 23:49:49,1,Math
106464,2021-10-30 23:58:23,0,Math
106464,2021-10-31 00:50:47,1,Python
106464,2021-10-31 01:08:09,0,Python
106464,2021-10-31 02:06:34,0,Math
106464,2021-10-31 02:49:25,1,Python
106464,2021-10-31 03:09:43,1,Python
106464,2021-10-31 03:36:41,0,Math
106464,2021-10-31 04:05:38,0,Python
106464,2021-10-31 05:02:57,0,Python
106464,2021-10-31 05:16:16,0,Python
106464,2021-10-31 05:38:47,0,Python
106464,2021-10-31 05:57:18,1,Python
106464,2021-10-31 06:01:12,1,Python
106464,2021-10-31 07:01:51,1,Math
106464,2021-10-31 07:30:27,1,Python
106464,2021-10-31 07:32:29,1,Math
106464,2021-10-31 07:44:42,0,Python
106464,2021-10-31 08:05:26,1,Math
106464,2021-10-31 09:10:50,1,Math
106464,2021-10-31 09:18:56,0,Math
106464,2021-10-31 09:41:55,0,Math
106464,2021-10-31 09:46:46,1,Math
106464,2021-10-31 10:15:23,1,Math
106464,2021-10-31 10:48:06,0,Math
106464,2021-10-31 10:51:15,1,Math
106464,2021-10-31 10:54:18,1,Python
106464,2021-10-31 11:45:50,0,Math
106464,2021-10-31 11:52:08,1,Math
106464,2021-10-31 12:08:23,0,Math
106464,2021-10-31 12:44:28,1,Math
106464,2021-10-31 12:59:55,0,Math
111336,2021-10-30 13:32:53,1,Statistics
111336,2021-10-30 13:44:34,0,Math
111336,2021-10-30 14:27:09,1,Statistics
111336,2021-10-30 14:31:17,0,Math
111336,2021-10-30 14:43:25,1,Math
111336,2021-10-30 14:59:51,1,Math
111336,2021-10-30 15:18:47,1,Math
111336,2021-10-30 16:16:09,0,Math
111336,2021-10-30 16:18:43,1,Statistics
111336,2021-10-30 17:09:57,1,Statistics
111336,2021-10-30 18:07:00,1,Math
111336,2021-10-30 18:10:23,1,Math
111336,2021-10-30 18:13:21,0,Math
111336,2021-10-30 19:06:59,1,Statistics
111336,2021-10-30 20:20:36,0,Statistics
111336,2021-10-30 22:20:13,0,Math
111336,2021-10-30 22:22:04,0,Math
111336,2021-10-30 22:50:06,1,Statistics
111336,2021-10-31 00:25:35,1,Math
111336,2021-10-31 00:32:22,1,Math
111336,2021-10-31 01:00:43,0,Math
111336,2021-10-31 01:36:42,0,Math
111336,2021-10-31 02:28:32,1,Math
111336,2021-10-31 02:39:30,0,Math
111336,2021-10-31 03:12:44,0,Math
111336,2021-10-31 03:27:36,1,Statistics
111336,2021-10-31 03:45:33,0,Math
111336,2021-10-31 04:05:40,0,Math
111336,2021-10-31 05:11:22,0,Math
111336,2021-10-31 05:18:34,0,Math
111336,2021-10-31 05:48:13,1,Statistics
111336,2021-10-31 06:17:11,0,Math
111336,2021-10-31 08:11:42,1,Math
111336,2021-10-31 09:10:06,1,Statistics
111336,2021-10-31 12:29:25,1,Math
114606,2021-10-30 17:09:57,1,Python
114606,2021-10-31 00:26:11,0,Python
114606,2021-10-31 00:32:42,1,Python
114606,2021-10-31 07:12:29,0,Python
114606,2021-10-31 09:59:43,1,Python
114606,2021-10-31 10:47:19,0,Python
11503,2021-10-30 15:34:49,1,Python
11503,2021-10-30 17:19:24,1,Python
11503,2021-10-30 18:14:49,0,Python
11503,2021-10-30 18:28:22,0,Python
11503,2021-10-30 19:14:45,0,Python
11503,2021-10-30 22:47:13,1,Python
11503,2021-10-31 00:34:55,1,Python
11503,2021-10-31 02:06:55,0,Python
11503,2021-10-31 03:07:21,0,Python
11503,2021-10-31 04:14:27,1,Python
11503,2021-10-31 05:49:38,0,Python
11503,2021-10-31 12:07:09,0,Python
11503,2021-10-31 12:38:10,1,Python
11503,2021-10-31 12:56:41,1,Python
126555,2021-10-30 13:52:42,1,Statistics
126555,2021-10-30 14:35:56,0,Statistics
126555,2021-10-30 15:12:01,0,Statistics
126555,2021-10-30 15:53:07,0,Statistics
126555,2021-10-30 16:16:55,0,Statistics
126555,2021-10-30 17:34:08,0,Statistics
126555,2021-10-30 17:59:16,1,Statistics
126555,2021-10-30 18:13:56,0,Statistics
126555,2021-10-30 18:37:52,0,Statistics
126555,2021-10-30 20:07:59,1,Statistics
126555,2021-10-30 20:29:43,1,Statistics
126555,2021-10-30 21:39:35,0,Statistics
126555,2021-10-31 01:11:27,0,Statistics
126555,2021-10-31 02:48:51,0,Statistics
126555,2021-10-31 03:25:34,1,Statistics
126555,2021-10-31 03:33:53,0,Statistics
126555,2021-10-31 03:42:51,0,Statistics
126555,2021-10-31 04:58:33,1,Statistics
126555,2021-10-31 04:59:25,1,Statistics
126555,2021-10-31 05:15:07,1,Statistics
126555,2021-10-31 05:19:21,0,Statistics
126555,2021-10-31 06:00:09,1,Statistics
126555,2021-10-31 06:30:27,0,Statistics
126555,2021-10-31 06:38:39,1,Statistics
126555,2021-10-31 06:55:16,0,Statistics
126555,2021-10-31 07:39:50,0,Statistics
126555,2021-10-31 09:00:14,0,Statistics
126555,2021-10-31 10:38:47,0,Statistics
126555,2021-10-31 11:14:08,0,Statistics
126555,2021-10-31 11:17:09,1,Statistics
126555,2021-10-31 11:29:33,0,Statistics
126555,2021-10-31 12:00:37,1,Statistics
126555,2021-10-31 12:26:51,0,Statistics
12803,2021-10-30 13:12:47,1,Vizualization
12803,2021-10-30 13:20:46,0,Theory of probability
12803,2021-10-30 14:00:47,0,Vizualization
12803,2021-10-30 14:17:48,1,Python
12803,2021-10-30 14:30:44,0,Python
12803,2021-10-30 14:34:49,1,Vizualization
12803,2021-10-30 14:43:50,1,Vizualization
12803,2021-10-30 14:54:14,0,Vizualization
12803,2021-10-30 14:54:26,1,Vizualization
12803,2021-10-30 15:24:59,0,Python
12803,2021-10-30 15:40:59,0,Theory of probability
12803,2021-10-30 15:59:11,1,Vizualization
12803,2021-10-30 16:13:44,1,Theory of probability
12803,2021-10-30 16:36:35,1,Vizualization
12803,2021-10-30 16:41:41,1,Vizualization
12803,2021-10-30 16:49:58,1,Theory of probability
12803,2021-10-30 16:54:16,0,Python
12803,2021-10-30 17:01:42,0,Vizualization
12803,2021-10-30 17:09:56,1,Vizualization
12803,2021-10-30 17:13:29,1,Python
12803,2021-10-30 17:14:45,1,Vizualization
12803,2021-10-30 17:25:07,1,Theory of probability
12803,2021-10-30 17:29:03,0,Vizualization
12803,2021-10-30 17:29:26,1,Vizualization
12803,2021-10-30 17:38:24,1,Vizualization
12803,2021-10-30 18:24:23,1,Python
12803,2021-10-30 18:30:24,1,Theory of probability
12803,2021-10-30 18:47:49,0,Vizualization
12803,2021-10-30 19:18:21,1,Python
12803,2021-10-30 19:34:09,0,Vizualization
12803,2021-10-30 19:36:21,0,Vizualization
12803,2021-10-30 19:39:01,1,Vizualization
12803,2021-10-30 19:47:13,1,Vizualization
12803,2021-10-30 20:10:59,0,Python
12803,2021-10-30 20:35:40,1,Theory of probability
12803,2021-10-30 20:42:57,1,Vizualization
12803,2021-10-30 20:51:28,0,Vizualization
12803,2021-10-30 21:13:38,1,Vizualization
12803,2021-10-30 21:14:26,1,Theory of probability
12803,2021-10-30 21:31:19,1,Python
12803,2021-10-30 21:47:05,0,Python
12803,2021-10-30 21:49:54,1,Theory of probability
12803,2021-10-30 21:53:27,1,Vizualization
12803,2021-10-30 21:57:17,1,Theory of probability
12803,2021-10-30 22:18:44,1,Vizualization
12803,2021-10-30 22:44:03,1,Python
12803,2021-10-30 22:48:33,0,Theory of probability
12803,2021-10-30 22:51:29,1,Vizualization
12803,2021-10-30 23:04:43,0,Theory of probability
12803,2021-10-30 23:08:58,0,Vizualization
12803,2021-10-30 23:28:47,0,Vizualization
12803,2021-10-31 00:02:03,1,Vizualization
12803,2021-10-31 00:02:07,0,Vizualization
12803,2021-10-31 00:05:38,1,Vizualization
12803,2021-10-31 01:05:25,0,Theory of probability
12803,2021-10-31 01:33:25,1,Python
12803,2021-10-31 02:02:02,1,Python
12803,2021-10-31 02:02:24,0,Python
12803,2021-10-31 02:25:13,1,Theory of probability
12803,2021-10-31 02:42:58,1,Theory of probability
12803,2021-10-31 02:45:22,1,Vizualization
12803,2021-10-31 03:03:13,1,Python
12803,2021-10-31 03:34:41,1,Vizualization
12803,2021-10-31 03:54:31,0,Vizualization
12803,2021-10-31 04:09:19,1,Python
12803,2021-10-31 04:20:57,1,Vizualization
12803,2021-10-31 04:22:29,1,Python
12803,2021-10-31 04:36:49,1,Vizualization
12803,2021-10-31 05:17:20,0,Theory of probability
12803,2021-10-31 05:26:16,0,Python
12803,2021-10-31 05:31:29,0,Vizualization
12803,2021-10-31 05:50:11,1,Python
12803,2021-10-31 05:53:31,1,Vizualization
12803,2021-10-31 06:21:02,0,Vizualization
12803,2021-10-31 06:41:36,0,Vizualization
12803,2021-10-31 06:41:58,1,Vizualization
12803,2021-10-31 06:50:08,1,Python
12803,2021-10-31 06:57:04,1,Vizualization
12803,2021-10-31 07:47:27,1,Python
12803,2021-10-31 07:51:49,1,Theory of probability
12803,2021-10-31 08:01:28,1,Vizualization
12803,2021-10-31 08:18:27,0,Vizualization
12803,2021-10-31 09:13:19,1,Vizualization
12803,2021-10-31 09:21:44,0,Python
12803,2021-10-31 09:56:33,1,Python
12803,2021-10-31 10:17:36,1,Python
12803,2021-10-31 10:35:14,1,Vizualization
12803,2021-10-31 10:43:57,1,Python
12803,2021-10-31 10:57:33,1,Vizualization
12803,2021-10-31 11:15:06,0,Vizualization
12803,2021-10-31 11:18:12,0,Python
12803,2021-10-31 11:18:32,0,Theory of probability
12803,2021-10-31 11:24:20,1,Theory of probability
12803,2021-10-31 11:43:04,1,Vizualization
12803,2021-10-31 11:57:26,0,Python
12803,2021-10-31 12:06:38,0,Python
12803,2021-10-31 12:17:44,1,Python
12803,2021-10-31 12:19:06,0,Vizualization
128371,2021-10-30 13:30:33,1,Math
128371,2021-10-30 13:47:37,1,Math
128371,2021-10-30 16:28:18,1,Math
128371,2021-10-30 17:54:29,0,Math
128371,2021-10-30 18:13:25,1,Math
128371,2021-10-30 19:33:48,0,Math
128371,2021-10-30 19:44:19,1,Math
128371,2021-10-30 20:21:33,1,Math
128371,2021-10-30 21:02:05,1,Math
128371,2021-10-30 21:15:46,1,Math
128371,2021-10-30 21:29:25,0,Math
128371,2021-10-30 22:22:04,0,Math
128371,2021-10-30 22:54:47,1,Math
128371,2021-10-30 22:56:39,1,Math
128371,2021-10-31 00:13:10,0,Math
128371,2021-10-31 00:42:55,1,Math
128371,2021-10-31 01:19:38,1,Math
128371,2021-10-31 02:01:10,1,Math
128371,2021-10-31 02:46:11,1,Math
128371,2021-10-31 03:59:17,1,Math
128371,2021-10-31 04:26:11,0,Math
128371,2021-10-31 04:27:21,0,Math
128371,2021-10-31 05:08:04,0,Math
128371,2021-10-31 08:03:09,1,Math
128371,2021-10-31 08:39:29,1,Math
128371,2021-10-31 09:41:25,1,Math
128371,2021-10-31 10:03:19,0,Math
128371,2021-10-31 10:05:54,1,Math
128371,2021-10-31 11:07:14,1,Math
128371,2021-10-31 12:58:43,1,Math
138355,2021-10-30 14:10:57,1,Vizualization
138355,2021-10-30 16:02:52,0,Vizualization
138355,2021-10-30 19:10:32,1,Vizualization
138355,2021-10-30 19:15:08,1,Vizualization
138355,2021-10-30 20:35:05,1,Vizualization
138355,2021-10-30 22:50:26,0,Vizualization
138355,2021-10-30 23:56:15,0,Vizualization
138355,2021-10-31 07:36:08,0,Vizualization
138355,2021-10-31 11:41:17,0,Vizualization
139814,2021-10-30 14:53:36,0,Math
139814,2021-10-30 15:01:27,1,Math
139814,2021-10-30 15:10:30,0,Math
139814,2021-10-30 15:36:35,1,Math
139814,2021-10-30 16:38:09,0,Math
139814,2021-10-30 17:14:55,0,Math
139814,2021-10-30 17:19:13,1,Math
139814,2021-10-30 17:54:31,0,Math
139814,2021-10-30 18:00:20,1,Math
139814,2021-10-30 18:37:34,0,Math
139814,2021-10-30 18:49:49,0,Math
139814,2021-10-30 19:13:35,0,Math
139814,2021-10-30 19:39:37,1,Math
139814,2021-10-30 20:48:16,0,Math
139814,2021-10-30 21:16:19,0,Math
139814,2021-10-30 21:44:33,0,Math
139814,2021-10-30 21:59:22,1,Math
139814,2021-10-30 22:17:37,0,Math
139814,2021-10-30 22:40:29,1,Math
139814,2021-10-30 23:06:01,1,Math
139814,2021-10-31 00:16:24,0,Math
139814,2021-10-31 00:41:20,1,Math
139814,2021-10-31 00:41:38,0,Math
139814,2021-10-31 00:52:59,1,Math
139814,2021-10-31 00:54:59,1,Math
139814,2021-10-31 00:55:10,1,Math
139814,2021-10-31 01:04:54,1,Math
139814,2021-10-31 02:15:22,0,Math
139814,2021-10-31 02:19:23,0,Math
139814,2021-10-31 02:22:12,0,Math
139814,2021-10-31 02:26:43,1,Math
139814,2021-10-31 02:53:31,0,Math
139814,2021-10-31 03:14:50,0,Math
139814,2021-10-31 05:24:28,0,Math
139814,2021-10-31 06:34:03,0,Math
139814,2021-10-31 07:32:48,1,Math
139814,2021-10-31 08:23:17,0,Math
139814,2021-10-31 08:31:59,1,Math
139814,2021-10-31 08:54:22,1,Math
139814,2021-10-31 09:21:35,0,Math
139814,2021-10-31 09:50:08,1,Math
139814,2021-10-31 10:13:00,0,Math
139814,2021-10-31 10:21:59,0,Math
139814,2021-10-31 10:45:57,0,Math
139814,2021-10-31 12:13:55,0,Math
140120,2021-10-30 13:03:22,1,Vizualization
140120,2021-10-30 13:33:49,0,Vizualization
140120,2021-10-30 13:40:31,0,Vizualization
140120,2021-10-30 13:59:43,1,Statistics
140120,2021-10-30 14:07:44,0,Statistics
140120,2021-10-30 14:11:57,1,Statistics
140120,2021-10-30 14:14:39,1,Vizualization
140120,2021-10-30 15:59:31,1,Statistics
140120,2021-10-30 16:02:32,1,Vizualization
140120,2021-10-30 16:07:37,0,Statistics
140120,2021-10-30 18:06:05,1,Statistics
140120,2021-10-30 18:39:55,0,Statistics
140120,2021-10-30 18:49:55,0,Statistics
140120,2021-10-30 19:09:00,0,Statistics
140120,2021-10-30 19:09:19,0,Vizualization
140120,2021-10-30 19:10:45,0,Vizualization
140120,2021-10-30 19:32:26,1,Vizualization
140120,2021-10-30 20:01:12,0,Vizualization
140120,2021-10-30 20:03:43,0,Vizualization
140120,2021-10-30 20:31:46,1,Vizualization
140120,2021-10-30 20:57:14,0,Statistics
140120,2021-10-30 21:17:11,1,Statistics
140120,2021-10-30 21:59:37,1,Vizualization
140120,2021-10-30 22:41:13,0,Statistics
140120,2021-10-31 00:16:42,0,Vizualization
140120,2021-10-31 00:20:10,0,Vizualization
140120,2021-10-31 00:27:31,1,Statistics
140120,2021-10-31 01:02:34,0,Statistics
140120,2021-10-31 01:36:16,0,Vizualization
140120,2021-10-31 02:41:40,1,Vizualization
140120,2021-10-31 02:58:03,1,Statistics
140120,2021-10-31 03:32:24,0,Statistics
140120,2021-10-31 03:58:06,0,Statistics
140120,2021-10-31 04:01:18,0,Vizualization
140120,2021-10-31 04:10:02,0,Statistics
140120,2021-10-31 04:13:14,1,Vizualization
140120,2021-10-31 04:31:10,0,Statistics
140120,2021-10-31 04:59:35,1,Vizualization
140120,2021-10-31 05:04:22,0,Vizualization
140120,2021-10-31 05:05:56,0,Statistics
140120,2021-10-31 05:27:51,1,Statistics
140120,2021-10-31 05:37:54,1,Vizualization
140120,2021-10-31 06:07:13,0,Vizualization
140120,2021-10-31 06:15:31,0,Vizualization
140120,2021-10-31 06:27:39,1,Vizualization
140120,2021-10-31 06:42:19,0,Statistics
140120,2021-10-31 06:59:17,1,Vizualization
140120,2021-10-31 06:59:19,1,Vizualization
140120,2021-10-31 07:03:17,0,Statistics
140120,2021-10-31 07:18:05,1,Vizualization
140120,2021-10-31 08:03:20,1,Statistics
140120,2021-10-31 08:10:20,1,Vizualization
140120,2021-10-31 08:51:19,0,Vizualization
140120,2021-10-31 09:04:07,1,Vizualization
140120,2021-10-31 09:08:26,0,Statistics
140120,2021-10-31 09:32:27,0,Statistics
140120,2021-10-31 09:35:03,0,Vizualization
140120,2021-10-31 09:44:33,1,Statistics
140120,2021-10-31 09:55:38,1,Vizualization
140120,2021-10-31 10:10:12,1,Statistics
140120,2021-10-31 10:13:07,1,Statistics
140120,2021-10-31 10:18:07,1,Statistics
140120,2021-10-31 10:20:35,1,Vizualization
140120,2021-10-31 11:30:52,1,Statistics
140120,2021-10-31 11:33:09,0,Vizualization
140120,2021-10-31 11:35:07,1,Vizualization
140120,2021-10-31 12:33:25,0,Vizualization
141573,2021-10-30 13:02:12,0,Theory of probability
141573,2021-10-30 13:32:37,0,Python
141573,2021-10-30 13:50:07,1,Python
141573,2021-10-30 13:55:23,0,Theory of probability
141573,2021-10-30 14:08:20,1,Theory of probability
141573,2021-10-30 14:20:44,1,Theory of probability
141573,2021-10-30 14:37:26,0,Python
141573,2021-10-30 14:53:53,1,Python
141573,2021-10-30 15:00:27,0,Python
141573,2021-10-30 15:51:16,1,Theory of probability
141573,2021-10-30 16:00:07,0,Theory of probability
141573,2021-10-30 16:02:53,0,Theory of probability
141573,2021-10-30 16:09:40,0,Python
141573,2021-10-30 16:53:16,0,Theory of probability
141573,2021-10-30 17:31:20,1,Python
141573,2021-10-30 17:58:12,1,Python
141573,2021-10-30 18:02:30,0,Theory of probability
141573,2021-10-30 18:11:16,1,Theory of probability
141573,2021-10-30 18:14:05,1,Python
141573,2021-10-30 18:19:43,0,Theory of probability
141573,2021-10-30 18:46:04,1,Theory of probability
141573,2021-10-30 18:53:27,0,Theory of probability
141573,2021-10-30 19:25:01,1,Python
141573,2021-10-30 19:48:14,1,Theory of probability
141573,2021-10-30 20:01:48,0,Theory of probability
141573,2021-10-30 20:39:45,1,Theory of probability
141573,2021-10-30 21:11:30,1,Python
141573,2021-10-30 21:16:52,0,Theory of probability
141573,2021-10-30 21:21:13,1,Python
141573,2021-10-30 21:25:58,0,Theory of probability
141573,2021-10-30 21:40:02,0,Python
141573,2021-10-30 21:48:02,0,Theory of probability
141573,2021-10-30 22:10:23,1,Theory of probability
141573,2021-10-30 22:36:53,0,Python
141573,2021-10-30 22:54:11,1,Theory of probability
141573,2021-10-30 23:07:54,0,Python
141573,2021-10-30 23:35:08,1,Theory of probability
141573,2021-10-30 23:56:10,1,Python
141573,2021-10-31 00:00:10,1,Theory of probability
141573,2021-10-31 00:21:51,1,Python
141573,2021-10-31 00:33:59,1,Theory of probability
141573,2021-10-31 00:37:33,1,Python
141573,2021-10-31 01:23:55,0,Python
141573,2021-10-31 01:30:12,0,Theory of probability
141573,2021-10-31 01:31:16,0,Python
141573,2021-10-31 01:35:59,1,Python
141573,2021-10-31 01:52:08,0,Theory of probability
141573,2021-10-31 02:14:48,1,Theory of probability
141573,2021-10-31 02:36:18,1,Theory of probability
141573,2021-10-31 03:13:30,1,Python
141573,2021-10-31 03:13:35,0,Python
141573,2021-10-31 03:15:27,0,Python
141573,2021-10-31 04:08:44,0,Theory of probability
141573,2021-10-31 05:59:56,0,Theory of probability
141573,2021-10-31 06:18:56,1,Theory of probability
141573,2021-10-31 07:36:39,0,Python
141573,2021-10-31 07:43:10,1,Python
141573,2021-10-31 08:15:52,0,Python
141573,2021-10-31 08:23:35,1,Theory of probability
141573,2021-10-31 08:37:38,1,Theory of probability
141573,2021-10-31 08:45:44,1,Theory of probability
141573,2021-10-31 10:28:00,0,Theory of probability
141573,2021-10-31 11:37:30,1,Python
141573,2021-10-31 11:55:00,0,Python
141573,2021-10-31 11:58:07,1,Python
141573,2021-10-31 12:33:31,0,Python
141573,2021-10-31 12:51:35,1,Theory of probability
141573,2021-10-31 12:55:07,0,Python
143303,2021-10-30 13:05:35,1,Math
143303,2021-10-30 16:31:35,1,Math
143303,2021-10-30 18:04:44,0,Math
143303,2021-10-30 19:08:29,0,Math
143303,2021-10-30 22:27:07,0,Math
143303,2021-10-31 03:07:00,1,Math
143303,2021-10-31 04:12:15,1,Math
143303,2021-10-31 08:02:49,0,Math
143303,2021-10-31 11:18:45,0,Math
143303,2021-10-31 12:18:41,1,Math
144896,2021-10-30 15:27:14,1,Python
144896,2021-10-30 18:25:54,0,Python
144896,2021-10-30 21:10:28,1,Python
144896,2021-10-31 01:32:48,0,Python
144896,2021-10-31 03:16:59,1,Python
144896,2021-10-31 04:12:15,1,Python
144896,2021-10-31 04:28:03,0,Python
144896,2021-10-31 05:03:35,1,Python
144896,2021-10-31 08:10:03,0,Python
144896,2021-10-31 10:44:12,1,Python
